ImageNumber,ObjectNumber,FileName_DNA,FileName_FActin,FileName_SMAD,FileName_YAP,PathName_DNA,PathName_FActin,PathName_SMAD,PathName_YAP,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_FormFactor,AreaShape_MeanRadius,AreaShape_MedianRadius,Intensity_IntegratedIntensity_FActin,Intensity_IntegratedIntensity_SMAD,Intensity_IntegratedIntensity_YAP,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_FActin,Intensity_MeanIntensity_SMAD,Intensity_MeanIntensity_YAP,Intensity_StdIntensity_FActin,Intensity_StdIntensity_SMAD,Intensity_StdIntensity_YAP
1,21,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1288,2.7604245456001646,0.6602886351696159,0.3622631169520276,4.336875670913814,4.0,7.445105764083564,12.335698607144877,13.437796713784337,0.0027592884715044908,0.0057803616180773015,0.00957740575088888,0.010433071982751814,0.0030756425996774743,0.005580840080896491,0.004888216107349859
1,22,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1838,19.506713104930267,0.7355558102127061,0.05126440290687686,2.222147590675037,2.0,20.672572060720995,16.135012039216235,12.22758847125806,0.0034382362244245357,0.011247318857846026,0.00877857020632004,0.006652659668801991,0.009932826704729465,0.0052140115683998916,0.0030839129404897875
1,23,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1111,4.106848083146962,0.8454676721170155,0.24349573681667044,3.728035225288087,3.0,12.764492372982204,12.890089374035597,11.262317925458774,0.003462053703782958,0.011489192054889472,0.011602240660698107,0.010137099842897186,0.007824683477395641,0.006997707416722692,0.005749412191391059
1,24,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1525,6.2188926419736,0.6817889749968038,0.1608003317585242,3.9036966813635803,3.0,21.78768611489795,24.070359489880502,13.587029968155548,0.003485000527112699,0.014287007288457674,0.01578384228844623,0.008909527847970852,0.007673398046798067,0.011819264804095788,0.004636174364438494
1,25,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1106,10.238900045514209,0.8663373093507485,0.09766674111035127,2.5428084236684403,2.0,14.564339778851718,16.172106615267694,13.239017439773306,0.0041286277891663834,0.013168480812704988,0.014622157879988874,0.011970178516974057,0.008862317417342344,0.00968972365942861,0.006774859519185656
1,26,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,531,5.037337440911063,0.6327195322632116,0.19851757237433315,2.3284068947611347,2.0,6.11490049213171,6.702861127443612,6.050461650360376,0.0051828087325051795,0.011515820135841261,0.012623090635487028,0.011394466384859464,0.008191434806220197,0.010213767848668483,0.006025494443057899
1,27,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1233,6.639516495932851,0.7218282467124281,0.15061337683437748,3.0633304538563046,2.23606797749979,11.096940679475665,15.635279011912644,11.992172256112099,0.0031730474047634723,0.008999951889274667,0.012680680463838316,0.009726011562134712,0.005336794866682549,0.008444121304381855,0.004673782762425219
1,28,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,3496,5.203350360403802,0.8415596614834759,0.19218386822647007,4.8356155520548665,4.242640687119285,58.95779389841482,46.30486035486683,48.80308265495114,0.0030865387468134186,0.01686435752242987,0.013245097355511107,0.013959691834940257,0.011103696311668753,0.00791716157586902,0.008091438048114614
1,29,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1076,5.43459374559753,0.733796345875254,0.18400639437125962,2.9515554499095176,2.23606797749979,14.813061838969588,14.497245820937678,10.856488993158564,0.0038465923981543726,0.013766786095696643,0.013473276785258064,0.01008967378546335,0.007431955924324614,0.009856819987396922,0.005462442451822575
1,30,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1758,6.035887860171428,0.7728890231934586,0.16567570888760655,3.6942368685777516,3.1622776601683795,17.810467888368294,17.482246321393177,15.415457531344146,0.0030619683923131962,0.010131096637297096,0.009944394949597939,0.008768747173688364,0.00571760336644505,0.008678731930645386,0.005703741882314072
1,31,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1254,5.862622708932882,0.9321688177197691,0.1705721226911463,2.9340451053960677,2.8284271247461903,14.105409468058497,10.400930924573913,15.827252765186131,0.004008231143150746,0.011248332909137557,0.008294203289133903,0.012621413688346197,0.004821752269200362,0.004300947106692437,0.0067487165480973384
1,32,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,565,8.035716045151226,0.12966950444226483,0.12444441719707143,1.9570503500157228,1.4142135623730951,6.198306300677359,5.016922311158851,4.0124208917841315,0.004643279869537965,0.01097045362951745,0.0088795085153254,0.0071016298969630645,0.010167951067997609,0.006477455111903687,0.0036210295824003302
