ImageNumber,ObjectNumber,FileName_DNA,FileName_FActin,FileName_SMAD,FileName_YAP,PathName_DNA,PathName_FActin,PathName_SMAD,PathName_YAP,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_FormFactor,AreaShape_MeanRadius,AreaShape_MedianRadius,Intensity_IntegratedIntensity_FActin,Intensity_IntegratedIntensity_SMAD,Intensity_IntegratedIntensity_YAP,Intensity_MeanIntensity_FActin,Intensity_MeanIntensity_SMAD,Intensity_MeanIntensity_YAP,Intensity_StdIntensity_FActin,Intensity_StdIntensity_SMAD,Intensity_StdIntensity_YAP
1,21,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1412,2040,1.4474739617861123,0.6331837770288403,0.6908587141464353,6.682367491268363,6.0,7.7959106783382595,15.219989449484274,15.524513756856322,0.0055211831999562744,0.010779029355158834,0.010994698128085213,0.0030646143018348976,0.006621526474116445,0.0050182312764049716
1,22,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,2118,7007,12.414916870133252,0.7096756537270543,0.08054826387164256,3.584706571012211,2.8284271247461903,23.92507838550955,21.278889371315017,16.02423151466064,0.011296071003545585,0.0100466899770137,0.007565737259046573,0.009841263884585349,0.005960508852938942,0.0037434581919683903
1,23,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1271,2912,2.201364279587768,0.8620914402418457,0.4542637532881482,5.0886223328883675,4.47213595499958,13.474738816265017,17.096269299276173,14.31554141244851,0.01060168278226988,0.01345103800100407,0.011263211182099536,0.0077139117272419745,0.008345830315861493,0.006164459041469533
1,24,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1777,3286,3.2696374965523582,0.7027845933207616,0.3058443026342956,6.122749254884224,5.0,25.904051437275484,33.34953855816275,17.786343345185742,0.014577406548832574,0.018767326144154613,0.010009197155422478,0.007380653016804153,0.013279559117128734,0.005102746585857557
1,25,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1276,5576,6.461299793990058,0.8793588104158094,0.15476762135849886,4.147640216016718,3.0,16.720103895757347,20.620264102704823,16.20390645856969,0.013103529698869394,0.016160081585191867,0.012698986252797563,0.00851086714279733,0.010054677104493438,0.006725995560242073
1,26,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,664,1155,2.2933342597661466,0.6237784799057913,0.4360463354792297,3.775782097377372,3.1622776601683795,6.801892186515033,10.415106502361596,7.974288624245673,0.010243813533908182,0.015685401358978307,0.012009470819647098,0.00782296094301272,0.011166345938265376,0.005564800925417241
1,27,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1375,3174,4.259317514179705,0.741817951960116,0.23477939756097013,4.362507034822292,3.605551275463989,11.826245645061135,18.625147030688822,14.112993212416768,0.008600905923680825,0.013545561476864598,0.010263995063575832,0.005210439635120545,0.008411036363254484,0.004718661377619934
1,28,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,3886,10573,2.93710060602346,0.8390546643920586,0.3404718237942485,7.758078851514832,6.4031242374328485,63.385168629698455,55.37534181261435,56.12748949392699,0.016311160223803,0.014249959293004207,0.014443512479137156,0.010744826686226144,0.008216452000332383,0.007874508175326776
1,29,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,1333,2784,2.451663905694924,0.7332061857509512,0.4078862513238943,5.789446170585572,5.0,17.288899200269952,21.127947008004412,14.879011346725747,0.01296991687942232,0.01584992273668748,0.011162049022299884,0.007025854844158759,0.010255234464585108,0.005395219164853363
1,30,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,2046,4312,3.3329899186697465,0.7727770741139727,0.30003091050425895,6.056966064581067,5.0,21.37726429081522,24.534828923409805,20.609476044308394,0.010448320767749373,0.011991607489447607,0.010073057695165394,0.006011912378070904,0.00969316534556663,0.006239673852510083
