ImageNumber,ObjectNumber,FileName_DNA,FileName_FActin,FileName_SMAD,FileName_YAP,PathName_DNA,PathName_FActin,PathName_SMAD,PathName_YAP,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_FormFactor,Intensity_IntegratedIntensity_FActin,Intensity_IntegratedIntensity_SMAD,Intensity_IntegratedIntensity_YAP,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_FActin,Intensity_MeanIntensity_SMAD,Intensity_MeanIntensity_YAP,Intensity_StdIntensity_FActin,Intensity_StdIntensity_SMAD,Intensity_StdIntensity_YAP,Math_SMADlogNucbyCyto,Math_SMADlogNucbyPerinuc,Math_YAPlogNucbyCyto,Math_YAPlogNucbyPerinuc
1,21,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,188,1.2095467823914492,0.8658077312817377,0.8267559507064747,0.5697718805167824,4.200946068391204,3.1346608949825168,0.023531603329676264,0.003030701492110545,0.02234545781059151,0.01667372816480062,0.0010369666378248462,0.0027746634451695017,0.001315230611308528,2.3331430652311695,1.8684409062672753,1.5981609436190987,1.3338827684452923
1,22,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,405,1.954676290806364,0.931753795844067,0.5115936611619049,4.973846075357869,6.842587956227362,5.263721716124564,0.03675566821784517,0.012281101420636714,0.016895278904265093,0.012996843743517443,0.009501794520491985,0.003846199760228904,0.0018536416509204788,1.9246048624298195,1.7739479016096706,1.9536312378140803,1.5269694972740289
1,23,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,226,1.037599420806383,0.509123630861212,0.9637630668903399,1.1761196460574865,5.308140718378127,4.104142846539617,0.03183180514508776,0.005204069230342861,0.02348734831140764,0.018159924099732817,0.0029328874137153067,0.006822693704582914,0.0023695930474224585,2.024380376022506,2.1327306437291718,1.7914319066766442,1.6616035878468869
1,24,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,346,1.4058766281789785,0.859371841605771,0.7112999675478584,5.762218690942973,11.992706203833222,5.552468182519078,0.04204685233043496,0.01665381124549992,0.03466100058911336,0.01604759590323433,0.005109262660471435,0.006123937753792428,0.001937678260638777,2.1959799113353538,1.8487917789567432,1.801172427660033,1.5803555599011891
1,25,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,254,1.4069027696888157,0.9021632463177197,0.7107811723344493,3.307942350162193,6.430563844740391,4.465690129902214,0.02744130845599639,0.013023395079378714,0.025317180491103902,0.017581457204339426,0.006683132478951998,0.007003922640307793,0.0046657024125239125,1.7314257374933477,1.485464410424813,1.468771512422176,1.1930590841628155
1,26,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,191,1.0090670842104479,0.5931501799169266,0.9910143890804419,1.1141069829463959,5.055481819435954,2.807568494230509,0.03547355093803081,0.0058330208531224914,0.026468491201235362,0.014699311488117848,0.0026446244182223317,0.006685427462099615,0.002091875356967149,2.0968312725906486,1.9206436528747337,1.2900394798346797,1.2284241986297793
1,27,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,202,1.0570154807854344,0.7907327193356845,0.9460599377947917,1.2222629338502884,4.173601906746626,3.0492256302386522,0.030558079900681087,0.0060508066032192494,0.020661395577953594,0.01509517638732006,0.0025285355734109356,0.002643887342139241,0.0015105741440515766,1.62936016224634,1.4003604099913844,1.5520417892662774,1.274365417045198
1,28,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,514,1.6025495572649822,0.9180455037525576,0.624005663641795,6.012802381534129,11.957167974673212,9.838849507272243,0.024350875693261043,0.011698059108043054,0.023262972713372007,0.019141730558895415,0.004403730374550741,0.004616197751066058,0.0030308041685267934,1.7563459209828,1.1600460335918632,1.3712144068241414,0.9370290734574118
1,29,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,343,1.1619539490027906,0.6919275037470588,0.8606193049717827,3.4499122963752598,8.430685938335955,5.295033239759505,0.030839817894421757,0.010058053342201924,0.024579259295440102,0.015437414693176398,0.003581704496652161,0.0053241940103919624,0.0012096536218842687,1.824297065011963,1.698051185488009,1.5300211901219027,1.4537407462015373
1,30,ctrl_002_DAPI.tif,ctrl_002_W647.tif,ctrl_002_G488.tif,ctrl_002_R555.tif,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,/Volumes/D/YAPSMAD_Nuclear_Localization/251219_YAPSMAD_Early_D14_Male_#3/tifs,382,1.2167844673033597,0.6355167594798619,0.8218382358349808,4.55843447195366,8.76200505765155,6.655939636752009,0.03541267468199056,0.011933074533910105,0.022937186014794633,0.01742392575065971,0.0069089354905075675,0.006468545308907282,0.0029169359233790133,2.3065441518613463,1.6105665371254485,1.9870484808756042,1.5609054473307327
